Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
471473,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
486613,COMMUNITY COORDINATOR,DEPT OF ENVIRONMENT PROTECTION,External,Constituent Services & Community Programs,54100.0,83981.0
523851,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",74650.0,109409.0
517236,PLUMBER'S HELPER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",258.65,258.65
522407,AGENCY ATTORNEY,DEPT OF ENVIRONMENT PROTECTION,External,Legal Affairs,63228.0,78529.0
513651,COMPUTER SYSTEMS MANAGER,NYC HOUSING AUTHORITY,External,"Technology, Data & Innovation",58700.0,161534.0
512137,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
507492,ADM MANAGER-NON-MGRL FRM M1/M2,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",60718.0,90773.0
508234,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,External,"Policy, Research & Analysis",71423.0,82137.0
468218,DEPUTY COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,External,Legal Affairs,185000.0,200000.0
485212,CITY RESEARCH SCIENTIST,DEPT OF ENVIRONMENT PROTECTION,External,"Finance, Accounting, & Procurement",94283.0,122290.0
516175,EXECUTIVE AGENCY COUNSEL,FINANCIAL INFO SVCS AGENCY,External,Legal Affairs,58700.0,130000.0
485130,IT SERVICE MANAGEMENT SPECIALI,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",75000.0,100000.0
526822,CLERICAL ASSOCIATE,DEPT OF DESIGN & CONSTRUCTION,Internal,Administration & Human Resources,40017.0,46019.0
505798,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
528156,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,83399.0
492337,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement Policy, Research & Analysis",74650.0,109409.0
435497,IT AUTOMATION AND MONITORING E,DEPT OF INFO TECH & TELECOMM,External,"Technology, Data & Innovation",75000.0,110000.0
484999,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",110000.0,115000.0
517055,ESTIMATOR (GENERAL CONSTRUCTIO,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
513211,CONFIDENTIAL INVESTIGATOR,DEPARTMENT OF INVESTIGATION,External,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement Public Safety, Inspections, & Enforcement",50000.0,55000.0
518505,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,73806.0
522159,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF CITYWIDE ADMIN SVCS,Internal,Administration & Human Resources,15.5,19.9
519199,CONSTRUCTION PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
515958,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",15.0,15.0
527080,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
461956,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",57078.0,65640.0
525999,DEPUTY INSPECTOR GENERAL,NYC HOUSING AUTHORITY,Internal,"Public Safety, Inspections, & Enforcement",72038.0,130000.0
500779,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Policy, Research & Analysis",75504.0,93776.0
518341,ADMIN COMMUNITY RELATIONS SPEC,NYC HOUSING AUTHORITY,Internal,Constituent Services & Community Programs,64749.0,134280.0
527180,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,74650.0,95000.0
472014,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
527174,DEPUTY INSPECTOR GENERAL,DEPARTMENT OF INVESTIGATION,Internal,"Public Safety, Inspections, & Enforcement",85000.0,95000.0
520819,ASSOCIATE PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
519458,PROCUREMENT ANALYST,HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",41395.0,47604.0
521704,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,Internal,"Policy, Research & Analysis",54100.0,62215.0
527518,EXECUTIVE AGENCY COUNSEL,HOUSING PRESERVATION & DVLPMNT,External,Legal Affairs,115000.0,125000.0
516260,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,Internal,"Finance, Accounting, & Procurement",102292.0,163512.0
523461,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",57078.0,85646.0
503449,STAFF ANALYST,TAXI & LIMOUSINE COMMISSION,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",53797.0,73243.0
517824,COMMUNITY ASSOCIATE,NYC HOUSING AUTHORITY,External,Constituent Services & Community Programs,38333.0,63794.0
497080,INDUSTRIAL HYGIENIST,DEPT OF ENVIRONMENT PROTECTION,Internal,Health,56041.0,75318.0
528076,EXECUTIVE AGENCY COUNSEL,CONSUMER AND WORKER PROTECTION,External,Legal Affairs,97830.0,165000.0
489397,ASSOCIATE HUMAN RIGHTS SPECIAL,HUMAN RIGHTS COMMISSION,Internal,Constituent Services & Community Programs,58449.0,67216.0
522931,CONFIDENTIAL INVESTIGATOR,DEPARTMENT OF INVESTIGATION,Internal,"Public Safety, Inspections, & Enforcement",50000.0,50000.0
510594,PROCUREMENT ANALYST,DEPARTMENT OF TRANSPORTATION,Internal,Administration & Human Resources,41395.0,70212.0
87990,CONTRACT REVIEWER (OFFICE OF L,DEPARTMENT OF BUSINESS SERV.,Internal,,42405.0,65485.0
528532,COLLEGE AIDE (ALL CITY DEPTS),TAXI & LIMOUSINE COMMISSION,External,"Policy, Research & Analysis",15.5,19.9
509868,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,"Technology, Data & Innovation Policy, Research & Analysis",65000.0,79000.0
527779,MAINTENANCE WORKER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,29.98,31.16
520304,PRINCIPAL ADMINISTRATIVE ASSOC,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,53057.0,62474.0
411308,CERTIFIED IT ADMINISTRATOR (LA,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",89509.0,102935.0
515069,INSPECTOR GENERAL,DEPARTMENT OF INVESTIGATION,External,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",130000.0,145000.0
524265,CITY PARK WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,16.6264,16.6264
524265,CITY PARK WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,16.6264,16.6264
515208,AGENCY ATTORNEY,DEPT OF ENVIRONMENT PROTECTION,Internal,Legal Affairs,71423.0,90351.0
522155,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Health",15.0,15.0
468451,IT SECURITY SPECIALIST,DEPT OF ENVIRONMENT PROTECTION,External,"Technology, Data & Innovation",130000.0,180000.0
522278,EXECUTIVE AGENCY COUNSEL,OFFICE OF THE COMPTROLLER,External,Legal Affairs,165000.0,180000.0
522407,AGENCY ATTORNEY,DEPT OF ENVIRONMENT PROTECTION,Internal,Legal Affairs,63228.0,78529.0
509731,INVESTIGATOR (CCRB),CIVILIAN COMPLAINT REVIEW BD,Internal,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",42293.0,42293.0
521783,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",74650.0,100000.0
523938,CIVIL ENGINEER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",80557.0,92640.0
471473,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Social Services,54100.0,62215.0
521215,COMPUTER SYSTEMS MANAGER,CONSUMER AND WORKER PROTECTION,External,"Technology, Data & Innovation",72038.0,110000.0
520787,ASSISTANT RETIREMENT BENEFITS,TEACHERS RETIREMENT SYSTEM,Internal,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",41389.0,47597.0
485555,PUBLIC RECORDS OFFICER,OFF OF PAYROLL ADMINISTRATION,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",44092.0,63349.0
503509,COLLEGE AIDE (ALL CITY DEPTS),TAXI & LIMOUSINE COMMISSION,External,"Legal Affairs Policy, Research & Analysis",16.0,19.9
517582,SURVEYOR,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",62415.0,71777.0
527371,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",105000.0,120000.0
462585,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,Internal,Legal Affairs,83158.0,95632.0
508391,CLERICAL ASSOCIATE,DEPARTMENT OF FINANCE,Internal,Administration & Human Resources Communications & Intergovernmental Affairs,36390.0,41848.0
505777,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",98388.0,98388.0
441218,PUBLIC HEALTH ASSISTANT (SCHOO,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,17.57,20.21
519113,CERT IT DEVELOPER (APP),DEPARTMENT FOR THE AGING,External,"Technology, Data & Innovation Social Services",50.462,58.0312
509229,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
524343,SUPERVISING RACKETS INVESTIGAT,DISTRICT ATTORNEY KINGS COUNTY,External,"Public Safety, Inspections, & Enforcement",58700.0,161534.0
523550,EXECUTIVE AGENCY COUNSEL,HOUSING PRESERVATION & DVLPMNT,Internal,Legal Affairs,127410.0,137410.0
523952,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
527331,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,74650.0,85847.0
465314,COMMUNITY COORDINATOR,DEPT OF ENVIRONMENT PROTECTION,Internal,Administration & Human Resources,54100.0,62215.0
469636,SENIOR STATIONARY ENGINEER (EL,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",69.35,69.35
527163,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
525496,AGENCY ATTORNEY,HOUSING PRESERVATION & DVLPMNT,Internal,Legal Affairs,63228.0,76351.0
514201,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,78232.0
527877,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
527548,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,Internal,"Administration & Human Resources Policy, Research & Analysis",47418.0,54531.0
523542,CONFIDENTIAL STRATEGY PLANNER,HRA/DEPT OF SOCIAL SERVICES,External,Legal Affairs,74710.0,100000.0
492332,ASSOCIATE STAFF ANALYST,DEPARTMENT OF CORRECTION,Internal,"Communications & Intergovernmental Affairs Policy, Research & Analysis",65731.0,75591.0
522845,SUMMER COLLEGE INTERN,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",15.0,17.5
521286,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,External,Legal Affairs,63228.0,72712.0
527079,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Finance, Accounting, & Procurement",17.5,17.5
521233,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF ENVIRONMENT PROTECTION,Internal,Administration & Human Resources,58695.0,89699.0
526235,AGENCY ATTORNEY INTERNE,CONSUMER AND WORKER PROTECTION,External,"Policy, Research & Analysis",62397.0,71757.0
525718,SECRETARY,NYC HOUSING AUTHORITY,Internal,Administration & Human Resources,40017.0,62820.0
501878,CITY RESEARCH SCIENTIST,DEPT OF YOUTH & COMM DEV SRVS,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",75504.0,94761.0
242091,PUBLIC HEALTH NURSE (SCHOOL HE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,32.11,36.93
485130,IT SERVICE MANAGEMENT SPECIALI,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,100000.0
525851,AGENCY ATTORNEY,HUMAN RIGHTS COMMISSION,Internal,"Communications & Intergovernmental Affairs Legal Affairs Policy, Research & Analysis",71423.0,107032.0
526865,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
523943,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
486995,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,External,Legal Affairs,71423.0,91563.0
503509,COLLEGE AIDE (ALL CITY DEPTS),TAXI & LIMOUSINE COMMISSION,Internal,"Legal Affairs Policy, Research & Analysis",16.0,19.9
499261,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,External,Communications & Intergovernmental Affairs,54100.0,83981.0
527341,INSPECTOR (PLUMBING),DEPARTMENT OF BUILDINGS,Internal,"Public Safety, Inspections, & Enforcement",53563.0,61800.0
522919,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Communications & Intergovernmental Affairs,36390.0,41848.0
522919,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Communications & Intergovernmental Affairs,36390.0,41848.0
379096,COMPUTER SPECIALIST (SOFTWARE),NYC EMPLOYEES RETIREMENT SYS,Internal,"Technology, Data & Innovation",89509.0,116126.0
496586,PUBLIC HEALTH EDUCATOR,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,61233.0,75000.0
525348,CLERICAL ASSOCIATE,TAXI & LIMOUSINE COMMISSION,External,Constituent Services & Community Programs,40017.0,62820.0
523668,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF CITYWIDE ADMIN SVCS,External,Administration & Human Resources,15.5,19.9
517562,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,Internal,"Finance, Accounting, & Procurement",71423.0,82137.0
527280,ADM MANAGER-NON-MGRL FRM M1/M2,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,66322.0,98830.0
521757,CLIMBER & PRUNER,DEPARTMENT OF TRANSPORTATION,Internal,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",55806.0,69093.0
520090,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,Internal,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",94715.0,136260.0
520090,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,Internal,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",94715.0,136260.0
520284,SUMMER COLLEGE INTERN,DEPARTMENT OF PROBATION,Internal,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",15.0,17.5
521400,AGENCY ATTORNEY,HOUSING PRESERVATION & DVLPMNT,External,Legal Affairs,79620.0,91563.0
357845,PUBLIC HEALTH NURSE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,78429.0,78429.0
468824,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF TRANSPORTATION,Internal,Constituent Services & Community Programs,62862.0,97873.0
526147,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",73806.0,83399.0
523934,ECONOMIST,NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis",59422.0,92758.0
519927,SUMMER GRADUATE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement",18.0,18.0
509895,CITY RESEARCH SCIENTIST,DEPARTMENT OF CORRECTION,Internal,"Administration & Human Resources Communications & Intergovernmental Affairs Policy, Research & Analysis",75504.0,86830.0
516638,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,Internal,"Finance, Accounting, & Procurement Public Safety, Inspections, & Enforcement",54100.0,83981.0
527960,DIRECTOR OF  INVESTMENTS (COMP,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",250000.0,265000.0
509626,CERTIFIED IT ADMINISTRATOR (LA,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Technology, Data & Innovation",81951.0,111330.0
459544,CITY PEST CONTROL AIDE,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",31377.0,38741.0
521258,CLERICAL ASSOCIATE,DEPT OF DESIGN & CONSTRUCTION,External,Administration & Human Resources,36390.0,44083.0
487945,BUDGET ANALYST (OMB)-MANAGERIA,OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",98388.0,117810.0
507466,SCIENTIST (WATER ECOLOGY),DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",45439.0,68757.0
522215,MANAGEMENT AUDITOR,TAXI & LIMOUSINE COMMISSION,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",56013.0,89610.0
520962,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,Communications & Intergovernmental Affairs,15.0,15.0
523267,ASSISTANT TO THE COMMISSIONER,CONSUMER AND WORKER PROTECTION,Internal,"Constituent Services & Community Programs Finance, Accounting, & Procurement",72038.0,115000.0
524652,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,"Legal Affairs Policy, Research & Analysis",71423.0,82137.0
508234,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,"Policy, Research & Analysis",71423.0,82137.0
518414,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,"Legal Affairs Policy, Research & Analysis",79620.0,100000.0
491613,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,Constituent Services & Community Programs,65000.0,79000.0
527146,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
521456,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
526793,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",17.5,17.5
528115,AGENCY ATTORNEY,DEPARTMENT OF BUILDINGS,Internal,Legal Affairs,79620.0,91563.0
526468,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,"Engineering, Architecture, & Planning",74650.0,85847.0
520982,ADM CONSTRUCTION PRJ MGR-NM,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",53702.0,89502.0
522909,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",64922.0,173486.0
523145,SUMMER COLLEGE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,"Technology, Data & Innovation",15.75,15.75
524817,SUMMER GRADUATE INTERN,POLICE DEPARTMENT,External,"Administration & Human Resources Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",15.93,24.73
493656,ECONOMIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Finance, Accounting, & Procurement",56013.0,65400.0
527728,ASSISTANT CIVIL ENGINEER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",57078.0,85646.0
519633,ADM ENGINEER (NON MGRL),DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",53702.0,146121.0
519633,ADM ENGINEER (NON MGRL),DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",53702.0,146121.0
526635,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,External,Health,15.5,19.9
526012,ASSOCIATE LABOR RELATIONS ANAL,DEPARTMENT OF CITY PLANNING,External,Communications & Intergovernmental Affairs,76294.0,85000.0
518602,CYBER SECURITY ANALYST,NYC POLICE PENSION FUND,External,"Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis",54281.0,77250.0
454725,ADMINISTRATIVE STAFF ANALYST (,LAW DEPARTMENT,Internal,"Finance, Accounting, & Procurement",91313.0,91313.0
454725,ADMINISTRATIVE STAFF ANALYST (,LAW DEPARTMENT,Internal,"Finance, Accounting, & Procurement",91313.0,91313.0
479041,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,External,Legal Affairs,71423.0,107032.0
525528,HOUSING ASSISTANT (HA),NYC HOUSING AUTHORITY,External,Legal Affairs,39098.0,53750.0
523495,SUMMER GRADUATE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,Administration & Human Resources,18.0,18.0
